,time_epoch,time,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv
10,1649610000,2022-04-10 10:00,19.2,66.6,1,{},6.0,9.7,211,SSW,1011.0,29.85,0.0,0.0,57,0,19.2,66.6,19.2,66.6,19.2,66.6,10.4,50.7,0,0,0,0,10.0,6.0,6.9,11.2,5.0
11,1649613600,2022-04-10 11:00,21.3,70.3,1,{},6.9,11.2,196,SSW,1010.0,29.83,0.0,0.0,50,0,21.3,70.3,21.3,70.3,24.3,75.7,10.5,50.9,0,0,0,0,10.0,6.0,8.1,13.0,6.0
12,1649617200,2022-04-10 12:00,22.5,72.5,1,{},7.8,12.6,205,SSW,1010.0,29.83,0.0,0.0,45,0,24.4,75.9,22.5,72.5,24.4,75.9,9.9,49.8,0,0,0,0,10.0,6.0,8.9,14.4,6.0
13,1649620800,2022-04-10 13:00,22.9,73.2,1,{},9.4,15.1,203,SSW,1009.0,29.8,0.0,0.0,42,0,24.4,75.9,22.9,73.2,24.4,75.9,9.2,48.6,0,0,0,0,10.0,6.0,10.7,17.3,6.0
14,1649624400,2022-04-10 14:00,26.2,79.2,1,{},10.5,16.9,212,SSW,1009.0,29.79,0.0,0.0,42,0,26.3,79.3,26.2,79.2,26.3,79.3,12.2,54.0,0,0,0,0,10.0,6.0,12.1,19.4,7.0
15,1649628000,2022-04-10 15:00,25.6,78.1,1,{},11.9,19.1,222,SW,1009.0,29.78,0.0,0.0,44,0,26.0,78.8,25.6,78.1,26.0,78.8,12.3,54.1,0,0,0,0,10.0,6.0,13.6,22.0,7.0
16,1649631600,2022-04-10 16:00,24.9,76.8,1,{},11.6,18.7,226,SW,1008.0,29.78,0.0,0.0,46,0,25.6,78.1,24.9,76.8,25.6,78.1,12.5,54.5,0,0,0,0,10.0,6.0,13.4,21.6,6.0
17,1649635200,2022-04-10 17:00,24.3,75.7,1,{},10.7,17.3,223,SW,1008.0,29.77,0.0,0.0,47,0,25.3,77.5,24.3,75.7,25.3,77.5,12.3,54.1,0,0,0,0,10.0,6.0,12.3,19.8,6.0
18,1649638800,2022-04-10 18:00,23.3,73.9,1,{},9.6,15.5,225,SW,1008.0,29.77,0.0,0.0,49,0,24.8,76.6,23.3,73.9,24.8,76.6,12.0,53.6,0,0,0,0,10.0,6.0,11.2,18.0,6.0
19,1649642400,2022-04-10 19:00,20.5,68.9,1,{},7.6,12.2,219,SW,1008.0,29.78,0.0,0.0,53,0,20.5,68.9,20.5,68.9,20.5,68.9,10.7,51.3,0,0,0,0,10.0,6.0,8.7,14.0,6.0
20,1649646000,2022-04-10 20:00,18.7,65.7,0,{},7.2,11.5,182,S,1008.0,29.78,0.0,0.0,57,8,18.7,65.7,18.7,65.7,18.7,65.7,10.0,50.0,0,0,0,0,10.0,6.0,8.5,13.7,1.0
21,1649649600,2022-04-10 21:00,18.1,64.6,0,{},7.2,11.5,151,SSE,1009.0,29.79,0.0,0.0,61,4,18.1,64.6,18.1,64.6,18.1,64.6,10.6,51.1,0,0,0,0,10.0,6.0,8.9,14.4,1.0
22,1649653200,2022-04-10 22:00,16.6,61.9,0,{},8.7,14.0,140,SE,1009.0,29.8,0.0,0.0,67,2,16.6,61.9,16.6,61.9,16.6,61.9,10.5,50.9,0,0,0,0,10.0,6.0,12.5,20.2,1.0
23,1649656800,2022-04-10 23:00,16.2,61.2,0,{},8.5,13.7,132,SE,1009.0,29.79,0.0,0.0,68,20,16.2,61.2,16.2,61.2,16.2,61.2,10.4,50.7,0,0,0,0,10.0,6.0,12.5,20.2,1.0
0,1649660400,2022-04-11 00:00,16.0,60.8,0,{},8.5,13.7,136,SE,1009.0,29.8,0.0,0.0,70,34,16.0,60.8,16.0,60.8,16.0,60.8,10.5,50.9,0,0,0,0,10.0,6.0,12.5,20.2,1.0
1,1649664000,2022-04-11 01:00,15.7,60.3,0,{},8.3,13.3,137,SE,1009.0,29.81,0.0,0.0,72,55,15.7,60.3,15.7,60.3,15.7,60.3,10.6,51.1,0,0,0,0,10.0,6.0,12.3,19.8,1.0
2,1649667600,2022-04-11 02:00,15.5,59.9,0,{},8.3,13.3,137,SE,1009.0,29.8,0.0,0.0,73,63,15.5,59.9,15.5,59.9,15.5,59.9,10.7,51.3,0,0,0,0,10.0,6.0,12.3,19.8,1.0
3,1649671200,2022-04-11 03:00,15.2,59.4,0,{},7.8,12.6,143,SE,1009.0,29.8,0.0,0.0,73,76,15.2,59.4,15.2,59.4,15.2,59.4,10.4,50.7,0,0,0,0,10.0,6.0,11.9,19.1,1.0
4,1649674800,2022-04-11 04:00,15.1,59.2,0,{},7.4,11.9,148,SSE,1010.0,29.81,0.0,0.0,72,72,15.1,59.2,15.1,59.2,15.1,59.2,10.0,50.0,0,0,0,0,10.0,6.0,11.2,18.0,1.0
5,1649678400,2022-04-11 05:00,15.1,59.2,0,{},7.4,11.9,145,SE,1009.0,29.81,0.0,0.0,69,77,15.1,59.2,15.1,59.2,15.1,59.2,9.5,49.1,0,0,0,0,10.0,6.0,11.0,17.6,1.0
6,1649682000,2022-04-11 06:00,14.9,58.8,0,{},7.2,11.5,149,SSE,1010.0,29.81,0.0,0.0,68,82,14.3,57.7,14.3,57.7,14.9,58.8,9.1,48.4,0,0,0,0,10.0,6.0,10.5,16.9,1.0
7,1649685600,2022-04-11 07:00,14.8,58.6,1,{},7.2,11.5,160,SSE,1010.0,29.83,0.0,0.0,67,83,14.2,57.6,14.2,57.6,14.8,58.6,8.7,47.7,0,0,0,0,10.0,6.0,10.5,16.9,3.0
8,1649689200,2022-04-11 08:00,15.0,59.0,1,{},6.7,10.8,168,SSE,1011.0,29.84,0.0,0.0,65,76,14.5,58.1,14.5,58.1,15.0,59.0,8.6,47.5,0,0,0,0,10.0,6.0,9.6,15.5,4.0
9,1649692800,2022-04-11 09:00,15.5,59.9,1,{},5.6,9.0,178,S,1011.0,29.86,0.0,0.0,63,80,15.5,59.9,15.5,59.9,15.5,59.9,8.4,47.1,0,0,0,0,10.0,6.0,7.8,12.6,4.0
10,1649696400,2022-04-11 10:00,16.7,62.1,1,{},4.9,7.9,187,S,1012.0,29.87,0.0,0.0,60,69,16.7,62.1,16.7,62.1,16.7,62.1,8.9,48.0,0,0,0,0,10.0,6.0,5.8,9.4,4.0
11,1649700000,2022-04-11 11:00,17.6,63.7,1,{},5.4,8.6,191,SSW,1012.0,29.87,0.0,0.0,58,47,17.6,63.7,17.6,63.7,17.6,63.7,9.2,48.6,0,0,0,0,10.0,6.0,6.3,10.1,5.0
12,1649703600,2022-04-11 12:00,18.9,66.0,1,{},6.5,10.4,195,SSW,1011.0,29.86,0.0,0.0,53,12,18.9,66.0,18.9,66.0,18.9,66.0,9.1,48.4,0,0,0,0,10.0,6.0,7.4,11.9,5.0
13,1649707200,2022-04-11 13:00,19.9,67.8,1,{},8.3,13.3,204,SSW,1011.0,29.85,0.0,0.0,48,31,19.9,67.8,19.9,67.8,19.9,67.8,8.6,47.5,0,0,0,0,10.0,6.0,9.6,15.5,5.0
14,1649710800,2022-04-11 14:00,21.5,70.7,1,{},9.8,15.8,212,SSW,1010.0,29.84,0.0,0.0,46,26,21.5,70.7,21.5,70.7,24.2,75.6,9.5,49.1,0,0,0,0,10.0,6.0,11.4,18.4,6.0
15,1649714400,2022-04-11 15:00,22.4,72.3,1,{},11.6,18.7,220,SW,1010.0,29.81,0.0,0.0,47,8,24.4,75.9,22.4,72.3,24.4,75.9,10.7,51.3,0,0,0,0,10.0,6.0,13.4,21.6,6.0
16,1649718000,2022-04-11 16:00,21.9,71.4,1,{},13.0,20.9,236,WSW,1009.0,29.8,0.0,0.0,50,9,21.9,71.4,21.9,71.4,24.4,75.9,11.0,51.8,0,0,0,0,10.0,6.0,15.0,24.1,6.0
17,1649721600,2022-04-11 17:00,21.4,70.5,1,{},12.8,20.5,235,SW,1009.0,29.78,0.0,0.0,52,6,21.4,70.5,21.4,70.5,24.4,75.9,11.1,52.0,0,0,0,0,10.0,6.0,14.8,23.8,6.0
18,1649725200,2022-04-11 18:00,20.8,69.4,1,{},12.1,19.4,239,WSW,1009.0,29.78,0.0,0.0,54,6,20.8,69.4,20.8,69.4,20.8,69.4,11.1,52.0,0,0,0,0,10.0,6.0,13.9,22.3,6.0
19,1649728800,2022-04-11 19:00,19.7,67.5,1,{},10.1,16.2,233,SW,1008.0,29.78,0.0,0.0,59,8,19.7,67.5,19.7,67.5,19.7,67.5,11.6,52.9,0,0,0,0,10.0,6.0,11.6,18.7,5.0
20,1649732400,2022-04-11 20:00,17.0,62.6,0,{},5.8,9.4,216,SW,1008.0,29.77,0.0,0.0,64,6,17.0,62.6,17.0,62.6,17.0,62.6,10.1,50.2,0,0,0,0,10.0,6.0,6.9,11.2,1.0
21,1649736000,2022-04-11 21:00,16.3,61.3,0,{},3.4,5.4,156,SSE,1008.0,29.78,0.0,0.0,65,6,16.3,61.3,16.3,61.3,16.3,61.3,9.7,49.5,0,0,0,0,10.0,6.0,4.5,7.2,1.0
22,1649739600,2022-04-11 22:00,15.8,60.4,0,{},0.7,1.1,175,S,1009.0,29.78,0.0,0.0,65,11,15.8,60.4,15.8,60.4,15.8,60.4,9.3,48.7,0,0,0,0,10.0,6.0,0.9,1.4,1.0
23,1649743200,2022-04-11 23:00,15.5,59.9,0,{},2.7,4.3,270,W,1008.0,29.77,0.0,0.0,65,21,15.5,59.9,15.5,59.9,15.5,59.9,9.1,48.4,0,0,0,0,10.0,6.0,4.0,6.5,1.0
0,1649746800,2022-04-12 00:00,14.6,58.3,0,{},6.9,11.2,261,W,1008.0,29.78,0.0,0.0,66,45,14.0,57.2,14.0,57.2,14.6,58.3,8.3,46.9,0,0,0,0,10.0,6.0,10.5,16.9,1.0
1,1649750400,2022-04-12 01:00,14.3,57.7,0,{},6.9,11.2,267,W,1008.0,29.78,0.0,0.0,65,47,13.6,56.5,13.6,56.5,14.3,57.7,7.8,46.0,0,0,0,0,10.0,6.0,10.5,16.9,1.0
2,1649754000,2022-04-12 02:00,14.8,58.6,0,{},6.0,9.7,294,WNW,1008.0,29.78,0.0,0.0,58,59,14.4,57.9,14.4,57.9,14.8,58.6,6.7,44.1,0,0,0,0,10.0,6.0,8.9,14.4,1.0
3,1649757600,2022-04-12 03:00,14.4,57.9,0,{},11.9,19.1,328,NNW,1009.0,29.8,0.0,0.0,42,39,13.0,55.4,13.0,55.4,14.4,57.9,1.8,35.2,0,0,0,0,10.0,6.0,17.7,28.4,1.0
4,1649761200,2022-04-12 04:00,13.1,55.6,0,{},12.8,20.5,348,NNW,1010.0,29.83,0.0,0.0,34,4,11.2,52.2,11.2,52.2,13.1,55.6,-2.4,27.7,0,0,0,0,10.0,6.0,19.0,30.6,1.0
5,1649764800,2022-04-12 05:00,12.0,53.6,0,{},15.4,24.8,352,N,1011.0,29.86,0.0,0.0,28,4,9.5,49.1,9.5,49.1,12.0,53.6,-5.9,21.4,0,0,0,0,10.0,6.0,22.4,36.0,1.0
6,1649768400,2022-04-12 06:00,10.7,51.3,0,{},17.7,28.4,338,NNW,1013.0,29.9,0.0,0.0,26,0,7.6,45.7,7.6,45.7,10.7,51.3,-8.0,17.6,0,0,0,0,10.0,6.0,26.4,42.5,1.0
7,1649772000,2022-04-12 07:00,10.6,51.1,1,{},21.7,34.9,330,NNW,1013.0,29.93,0.0,0.0,27,0,7.0,44.6,7.0,44.6,10.6,51.1,-7.8,18.0,0,0,0,0,10.0,6.0,32.4,52.2,4.0
8,1649775600,2022-04-12 08:00,11.6,52.9,1,{},21.7,34.9,327,NNW,1014.0,29.94,0.0,0.0,25,0,8.4,47.1,8.4,47.1,11.6,52.9,-7.6,18.3,0,0,0,0,10.0,6.0,29.8,47.9,4.0
9,1649779200,2022-04-12 09:00,13.4,56.1,1,{},19.2,31.0,334,NNW,1014.0,29.95,0.0,0.0,21,7,11.0,51.8,11.0,51.8,13.4,56.1,-8.6,16.5,0,0,0,0,10.0,6.0,24.2,38.9,4.0
10,1649782800,2022-04-12 10:00,15.9,60.6,1,{},15.9,25.6,339,NNW,1015.0,29.98,0.0,0.0,17,3,15.9,60.6,15.9,60.6,15.9,60.6,-8.8,16.2,0,0,0,0,10.0,6.0,18.3,29.5,5.0
11,1649786400,2022-04-12 11:00,20.5,68.9,1,{},15.0,24.1,329,NNW,1015.0,29.98,0.0,0.0,14,0,20.5,68.9,20.5,68.9,20.5,68.9,-7.5,18.5,0,0,0,0,10.0,6.0,17.2,27.7,6.0
12,1649790000,2022-04-12 12:00,22.3,72.1,1,{},17.2,27.7,326,NNW,1015.0,29.96,0.0,0.0,12,0,22.2,72.0,22.3,72.1,22.2,72.0,-8.8,16.2,0,0,0,0,10.0,6.0,19.9,32.0,6.0
13,1649793600,2022-04-12 13:00,23.4,74.1,1,{},19.7,31.7,325,NW,1014.0,29.95,0.0,0.0,11,0,22.8,73.0,23.4,74.1,22.8,73.0,-9.0,15.8,0,0,0,0,10.0,6.0,22.6,36.4,6.0
14,1649797200,2022-04-12 14:00,23.9,75.0,1,{},21.7,34.9,320,NW,1014.0,29.95,0.0,0.0,10,1,23.1,73.6,23.9,75.0,23.1,73.6,-9.0,15.8,0,0,0,0,10.0,6.0,25.1,40.3,6.0
15,1649800800,2022-04-12 15:00,24.1,75.4,1,{},21.9,35.3,319,NW,1014.0,29.93,0.0,0.0,10,2,23.2,73.8,24.1,75.4,23.2,73.8,-9.2,15.4,0,0,0,0,10.0,6.0,25.3,40.7,6.0
16,1649804400,2022-04-12 16:00,23.9,75.0,1,{},21.5,34.6,322,NW,1013.0,29.92,0.0,0.0,10,0,23.1,73.6,23.9,75.0,23.1,73.6,-9.1,15.6,0,0,0,0,10.0,6.0,24.6,39.6,6.0
17,1649808000,2022-04-12 17:00,23.2,73.8,1,{},20.8,33.5,332,NNW,1014.0,29.93,0.0,0.0,11,0,22.7,72.9,23.2,73.8,22.7,72.9,-8.9,16.0,0,0,0,0,10.0,6.0,23.9,38.5,6.0
18,1649811600,2022-04-12 18:00,22.0,71.6,1,{},18.6,29.9,336,NNW,1014.0,29.95,0.0,0.0,12,5,22.1,71.8,22.0,71.6,22.1,71.8,-9.0,15.8,0,0,0,0,10.0,6.0,21.5,34.6,6.0
19,1649815200,2022-04-12 19:00,19.8,67.6,1,{},17.2,27.7,348,NNW,1014.0,29.95,0.0,0.0,12,16,19.8,67.6,19.8,67.6,19.8,67.6,-10.2,13.6,0,0,0,0,10.0,6.0,19.9,32.0,5.0
20,1649818800,2022-04-12 20:00,17.4,63.3,0,{},18.8,30.2,350,N,1015.0,29.96,0.0,0.0,12,10,17.4,63.3,17.4,63.3,17.4,63.3,-11.9,10.6,0,0,0,0,10.0,6.0,23.0,37.1,1.0
21,1649822400,2022-04-12 21:00,16.1,61.0,0,{},19.0,30.6,350,N,1015.0,29.98,0.0,0.0,13,5,16.1,61.0,16.1,61.0,16.1,61.0,-12.5,9.5,0,0,0,0,10.0,6.0,26.4,42.5,1.0
22,1649826000,2022-04-12 22:00,15.3,59.5,0,{},17.0,27.4,343,NNW,1016.0,29.99,0.0,0.0,13,1,15.3,59.5,15.3,59.5,15.3,59.5,-12.7,9.1,0,0,0,0,10.0,6.0,25.9,41.8,1.0
23,1649829600,2022-04-12 23:00,14.9,58.8,0,{},16.3,26.3,340,NNW,1016.0,30.0,0.0,0.0,14,0,13.2,55.8,13.2,55.8,14.9,58.8,-12.6,9.3,0,0,0,0,10.0,6.0,24.6,39.6,1.0
