,zona,paraje,municipio,coordenadas_geo_norte,coordenadas_geo_oeste,causa,fecha_de_registro,estrato_afectado_forestal_hojarasca,estrato_afectado_forestal_pasto,estrato_afectado_forestal_arbusto,estrato_afectado_forestal_renuevo,estrato_afectado_no_forestal_cultivos,estrato_afectado_no_forestal_pastizal,estrato_afectado_no_forestal_otros,superficie_afectada_total,num_de_participantes
45,ZI,LOS BAÑITOS ,TALA,20.652833333333334,103.68144444444445,INTENCIONAL,2018-03-22,0.0,0.0,0.0,0.0,0.0,5.4,0.0,5.4,25.0
46,ZI,BARRANCA DEL MUERTO,ZAPOPAN,20.73502777777778,103.58277777777778,DESCONOCIDA,2018-03-22,0.0,0.0,0.0,0.0,0.0,4.3,0.0,4.3,14.0
47,ZI,CHORROS DE TALA,TALA,20.693666666666665,103.6896388888889,INTENCIONAL,2018-03-25,0.0,10.1,0.0,0.0,0.0,0.0,0.0,10.1,40.0
48,ZI,MESA ANGOSTA,ZAPOPAN,20.721416666666666,103.54502777777778,INTENCIONAL,2018-03-25,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,50.0
49,ZI,AMPLEACION DE SANTA CRUZ,EL ARENAL,20.70386111111111,103.65494444444445,QUEMA AGRICOLA,2018-03-27,0.0,0.0,0.0,0.0,4.0,2.5,0.0,6.5,39.0
50,ZI,EL CALABUS,ZAPOPAN,20.72311111111111,103.55866666666667,FOGATA,2018-03-27,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,28.0
51,ZI,LOS BAÑITOS ,TALA,20.652472222222222,103.68572222222222,INTENCIONAL,2018-03-27,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.79,19.0
52,ZP,SAN JOSE DE LA MONTANA ,ZAPOPAN,20.630388888888888,103.50083333333333,INTENCIONAL,2018-03-29,1.68,0.0,0.0,0.0,0.0,0.0,0.0,1.68,50.0
53,ZI,PINAR DE LA VENTA,ZAPOPAN,20.735277777777778,103.54444444444444,INTENCIONAL,2018-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
54,ZP,EL COLLI,ZAPOPAN,20.649833333333333,103.47111111111111,INTENCIONAL,2018-03-30,0.0,6.0,2.9,0.0,0.0,0.0,0.0,8.9,33.0
55,ZI,EL BAJIO,ZAPOPAN,20.696305555555554,103.48083333333334,QUEMA AGRICOLA,2018-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
56,ZP,LA SALA,ZAPOPAN,20.611944444444447,103.56263888888888,QUEMA DE BASURA,2018-03-30,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.56,16.0
57,ZP,CERRO DE LA BANDERA,ZAPOPAN,20.9835,103.80058333333334,QUEMA AGRICOLA,2018-04-04,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.23,32.0
58,ZI,BRISAS DE LA PRIMAVERA,ZAPOPAN,20.650277777777777,103.48083333333334,QUEMA DE BASURA,2018-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,25.0
59,ZI,LAS TORTUGAS,EL ARENAL,20.725388888888887,103.61883333333333,INTENCIONAL,2018-04-14,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.87,14.0
60,ZP,CERRO DEL COLLI,ZAPOPAN,20.649722222222223,103.46472222222222,QUEMA DE BASURA,2018-04-18,0.0,2.2,0.0,0.0,0.0,0.0,0.0,2.2,32.0
61,ZI,CORRAL FALSO,TALA,20.67227777777778,103.68855555555555,INTENCIONAL,2018-04-22,0.0,0.0,0.0,0.0,0.0,1.95,0.0,1.95,6.0
62,ZI,BUGAMBILIAS,ZAPOPAN,20.618000000000002,103.46030555555556,QUEMA DE BASURA,2018-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
63,ZI,RANCHO LA PEÑA ,TALA,20.53297222222222,103.557,INTENCIONAL,2018-04-26,0.0,0.0,0.0,0.0,0.0,2.67,0.0,2.67,17.0
64,ZI,LAS TORTUGAS,EL ARENAL,20.725277777777777,103.61908333333332,DESCONOCIDA,2018-04-29,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,22.0
65,ZI,LOS  NOVOA,TALA,20.64836111111111,103.68002777777778,INTENCIONAL,2018-04-30,0.0,0.0,0.0,0.0,0.0,6.54,0.0,6.54,13.0
66,ZP,LA SALA,ZAPOPAN,20.61191666666667,103.563,QUEMA DE BASURA,2018-04-30,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,28.0
67,ZI,VILLA FELICIDAD,TALA,20.657055555555555,103.69102777777778,INTENCIONAL,2018-05-03,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,8.0
68,ZI,CORRAL FALSO,TALA,20.671111111111113,103.67677777777779,INTENCIONAL,2018-05-04,0.0,0.0,0.0,0.0,0.0,5.2,0.0,5.2,33.0
69,ZI,EL REVENTÓN,ZAPOPAN,20.727555555555554,103.57483333333333,INTENCIONAL,2018-05-04,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,67.0
70,ZI,LAS PIEDROTAS,TALA,20.665944444444442,103.68205555555556,INTENCIONAL,2018-05-04,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,6.0
71,ZP,CERRO DE LA BANDERA,ZAPOPAN,20.690833333333334,103.47972222222222,QUEMA AGRICOLA,2018-06-04,2.78,0.0,0.0,0.0,0.0,0.0,0.0,2.78,62.0
72,ZI,LOS NOVOA,TALA,20.64847222222222,103.67922222222222,INTENCIONAL,2018-07-03,0.0,0.0,0.0,0.0,0.0,5.66,0.0,5.66,14.0
73,ZI,VILLA FELICIDAD,TALA,20.656694444444444,103.68191666666667,INTENCIONAL,2018-07-04,0.0,0.0,0.0,0.0,0.0,6.46,0.0,6.46,16.0
74,ZI,EL TECNOLOGICO,TALA,20.64661111111111,103.6863888888889,INTENCIONAL,2018-07-04,0.0,0.0,0.0,0.0,0.0,11.2,0.0,11.2,9.0
75,ZI,TIRO AL BLANCO,TALA,20.681694444444446,103.69202777777778,INTENCIONAL,2018-08-03,0.0,0.0,0.0,0.0,0.0,1.55,0.0,1.55,14.0
76,ZI,EL OASIS,ZAPOPAN,20.723416666666665,103.60149999999999,FOGATA,2018-08-04,15.8,0.0,15.0,0.0,0.0,100.0,0.0,131.8,194.0
77,ZI,CORRAL FALSO,TALA,20.67163888888889,103.68105555555556,INTENCIONAL,2018-08-04,0.0,0.0,0.0,0.0,0.0,1.72,0.0,1.72,6.0
78,ZP,SAN JOSE DE LA MONTANA ,ZAPOPAN,20.62536111111111,103.49808333333334,INTENCIONAL,2018-08-04,4.13,0.0,0.0,0.0,0.0,0.0,0.0,4.13,38.0
79,ZP,SAN JOSE DE LA MONTANA ,ZAPOPAN,20.62677777777778,103.49769444444445,INTENCIONAL,2018-08-04,2.74,0.0,0.0,0.0,0.0,0.0,0.0,2.74,61.0
80,ZI,MEZA DEL ZACATE,ZAPOPAN,20.72213888888889,103.59313888888889,INTENCIONAL,2018-09-04,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.6,30.0
81,ZI,VILLA FELICIDAD,TALA,20.65733333333333,103.68341666666667,INTENCIONAL,2018-10-03,0.0,0.0,0.0,0.0,0.0,4.1,0.0,4.1,14.0
82,ZI,BARRANCA DEL MUERTO,ZAPOPAN,20.73575,103.58491666666666,DESCONOCIDA,2018-10-03,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.9,20.0
83,ZP,LA MISION,EL ARENAL,20.700222222222223,103.64886111111112,INTENCIONAL,2018-10-03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,14.0
84,ZP,CERRO DEL COLLI,ZAPOPAN,20.651027777777777,103.46105555555556,FOGATA,2018-11-03,0.0,1.87,0.0,0.0,0.0,0.0,0.0,1.87,20.0
85,ZP,SAN JOSE DE LA MOMTAÑA,ZAPOPAN,20.62525,103.49558333333333,OTRAS,2018-11-03,2.67,5.0,0.0,0.0,0.0,0.0,0.0,7.67,63.0
86,ZI,CORRAL FALSO,TALA,20.671333333333333,103.6893888888889,INTENCIONAL,2018-12-03,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.44,7.0
87,ZI,PINAR DE LA VENTA,ZAPOPAN,20.72375,103.53438888888888,OTRAS,2018-12-03,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,42.0
88,ZP,Cerro del 18,Zapopan,20.716555555555555,103.49858333333333,Vandalismo,2018-12-10,0.07,0.6,0.0,0.0,0.0,0.0,0.0,0.67,15.0
89,ZP,Cerro del 18,Zapopan,20.723333333333333,103.50747222222222,Vandalismo,2018-12-10,0.07,0.2,0.0,0.0,0.0,0.0,0.0,0.27,21.0
90,ZI,LAS TORRES,Tala,20.651638888888886,103.69205555555556,Desconocida,2018-12-19,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6,5.0
91,ZI,CHORRO DE TALA,Tala,20.701777777777778,103.68813888888889,Quema de basura,2018-12-22,1.21,0.0,0.0,0.0,0.0,0.0,0.0,1.21,9.0
92,ZI,LAS TORRES,Tala,20.655166666666666,103.6888888888889,Desconocida,2018-12-22,6.99,0.0,0.0,0.0,0.0,0.0,0.0,6.99,5.0
93,ZI,CALAVOZ,Zapopan,20.721361111111108,103.56164444444444,Quema de basura,2018-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,6.0
94,ZI,BARANCA DEL MUERTO,Zapopan,20.736227777777778,103.58405555555555,Desconocida,2018-12-24,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.64,9.0
95,ZI,LAS TORRES,Tala,20.65213888888889,103.691,Desconocida,2018-12-27,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.14,5.0
96,ZI,VILLAS PANAMERICANAS,ZAPOPAN,20.707194444444443,103.47513888888889,DESCONOCIDA,2019-01-02,0.0,7.11,0.0,0.0,0.0,0.0,0.0,7.11,29.0
97,ZI,CORRAL FALSO,TALA,20.672611111111113,103.68066666666667,QUEMA DE BASURA,2019-01-02,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,22.0
98,ZP,CERRO EL COLLI,ZAPOPAN,20.651166666666665,103.4618888888889,QUEMA DE BASURA,2019-01-03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,15.0
99,ZI,EL ROBLE,EL ARENAL,20.718777777777778,103.63033333333333,DESCONOCIDA,2019-01-04,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,10.0
100,ZP,CERRO DEL 18,ZAPOPAN,20.718166666666665,103.40822222222222,INTENCIONAL,2019-01-04,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,17.0
101,ZP,CERRO EL COLLI,ZAPOPAN,20.654138888888887,103.46286111111111,INTENCIONAL,2019-01-04,0.0,0.0,12.01,0.0,0.0,0.0,0.0,12.01,47.0
102,ZI,CERRO EL 18,ZAPOPAN,20.71633333333333,103.49022222222223,INTENCIONAL,2019-01-04,0.0,11.0,0.65,0.0,0.0,0.0,0.0,11.65,47.0
103,ZI,LAS TORRES,TALA,20.654722222222222,103.68328333333334,DESCONOCIDA,2019-01-24,0.0,21.3,0.0,0.0,0.0,0.0,0.0,21.3,15.0
104,ZI,LA TIZNADA,EL ARENAL,20.721444444444444,103.62244444444444,DESCONOCIDA,2019-01-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
105,ZI,EL MIRADOR,TALA,20.64922222222222,103.68,DESCONOCIDA,2019-01-25,0.0,18.3,0.0,0.0,0.0,0.0,0.0,18.3,9.0
106,ZI,LOS TAMALES,ZAPOPAN,20.726305555555555,103.51252777777778,QUEMA DE BASURA,2019-01-26,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,6.0
107,ZP,NENA ARRIOLA,ZAPOPAN,20.609222222222222,103.55666666666666,CORTO ELECTRICO,2019-01-26,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,5.0
108,ZI,PINAR DE LA VENTA,ZAPOPAN,20.71972222222222,103.62747222222221,DESCONOCIDA,2019-01-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0
109,ZI,LOMAS DE LA PRIMAVERA,ZAPOPAN,20.633972222222223,103.48330555555556,QUEMA DE BASURA,2019-01-27,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,8.0
110,ZI,LOS CERRITOS,TALA,20.657027777777778,103.69072222222222,DESCONOCIDA,2019-01-30,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,14.0
111,ZI,LA LIMONERA,EL ARENAL,20.71838888888889,103.62344444444444,DESCONOCIDA,2019-01-30,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.94,10.0
112,ZI,CORRAL FALSO,TALA,20.669305555555557,103.68583333333333,DESCONOCIDA,2019-02-03,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,12.0
113,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.632361111111113,103.50183333333334,INTENCIONAL,2019-02-04,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,31.0
114,ZI,HACIENDAS DE LA VENTA,ZAPOPAN,20.727805555555555,103.53813888888888,DESCONOCIDA,2019-02-13,0.0,2.8,0.0,0.0,0.0,0.0,0.0,2.8,44.0
115,ZI,CERRO DE 18,ZAPOPAN,20.727027777777778,103.51169444444444,QUEMA DE BASURA,2019-02-14,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,10.0
116,ZI,CERRO DEL 18,ZAPOPAN,20.724416666666666,103.50591666666666,QUEMA DE BASURA,2019-02-14,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,8.0
117,ZI,CHORROS DE TALA,TALA,20.688472222222224,103.68933333333334,INTENCIONAL,2019-02-15,0.0,3.24,0.0,0.0,0.0,0.0,0.0,3.23,15.0
118,ZP,CERRO COLLI,ZAPOPAN,20.64977777777778,103.4695,VANDALISMO,2019-02-17,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,53.0
119,ZI,LAS MORAS,TLAJOMULCO,20.562805555555556,103.49738888888889,REACTIVACIÓN,2019-02-17,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,17.0
120,ZP,ARROYO LAS ANIMAS,TALA,20.655027777777775,103.65680555555556,FOGATA,2019-02-17,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,21.0
121,ZI,LAS MORAS,TLAJOMULCO,20.563916666666668,103.49216666666666,DESCONOCIDA,2019-02-17,0.0,5.0,0.41,0.0,0.0,0.0,0.0,5.41,19.0
122,ZP,FLORESTA DEL COLLI,ZAPOPAN,20.64752777777778,103.46433333333334,QUEMA DE BASURA,2019-02-20,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0
123,ZP,LOS OCOTES,TLAJOMULCO,20.57477777777778,103.50919444444445,REACTIVACIÓN,2019-02-21,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.1,57.0
124,ZI,LA MARTINA,TALA,20.640416666666667,103.68047222222222,QUEMA AGRICOLA,2019-02-26,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0
125,ZI,LAS PALMITAS,TALA,20.704444444444444,103.66550000000001,QUEMA AGRICOLA,2019-02-26,0.0,1.14,0.0,0.0,0.0,0.0,0.0,1.44,31.0
126,ZP,LOS OCOTES,TLAJOMULCO,20.5565,103.53088888888888,DESCONOCIDA,2019-02-27,4.96,0.0,0.0,0.0,0.0,0.0,0.0,4.96,64.0
127,ZI,VISTA HERMOSA,TALA,20.698916666666666,103.68816666666667,QUEMA AGRICOLA,2019-02-28,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.4,12.0
128,ZI,EL ROBLE,EL ARENAL,20.703194444444442,103.62705555555554,QUEMA DE BASURA,2019-02-28,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.05,31.0
129,ZP,CERRO EL COLLI,ZAPOPAN,20.651638888888886,103.46266666666666,QUEMA DE BASURA,2019-02-28,0.0,3.2,0.0,0.0,0.0,0.0,0.0,3.2,27.0
130,ZI,CERRO DEL 18,ZAPOPAN,20.724277777777775,103.50730555555556,DESCONOCIDA,2019-03-02,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.86,35.0
131,ZI,HACIENDA DE LA VENTA,ZAPOPAN,20.727361111111108,103.53994444444444,DESCONOCIDA,2019-03-13,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,11.0
132,ZI,MESA DE LOS ARADOS,ZAPOPAN,20.72433333333333,103.57413888888888,DESCONOCIDA,2019-03-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
133,ZI,LOS BAÑITOS,TALA,20.650777777777776,103.6815,FOGATA,2019-03-15,0.0,2.87,0.0,0.0,0.0,0.0,0.0,2.87,11.0
134,ZI,CHORROS DE TALA,TALA,20.696333333333335,103.68483333333333,DESCONOCIDA,2019-03-17,0.0,44.2,0.0,0.0,0.0,0.0,0.0,44.2,21.0
135,ZP,LA HIEDRA,EL ARENAL,20.69086111111111,103.63472222222222,DESCONOCIDA,2019-03-17,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97,27.0
136,ZI,LOS CHORRITOS,TALA,20.6895,103.68925,VANDALISMO,2019-03-18,0.0,1.31,0.0,0.0,0.0,0.0,0.0,1.31,9.0
137,ZI,SAN  FRANCISCO 1,EL ARENAL,20.701777777777778,103.6558888888889,QUEMA AGRICOLA,2019-03-19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,6.0
138,ZI,EL TANQUE,ZAPOPAN,20.72086111111111,103.55883333333333,DESCONOCIDA,2019-03-20,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.65,38.0
139,ZP,LA CEBADA,ZAPOPAN,20.60788888888889,103.51902777777778,DESCONOCIDA,2019-03-20,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,16.0
140,ZI,TIZATE,ZAPOPAN,20.6375,103.47852777777778,QUEMA DE BASURA,2019-03-20,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,9.0
141,ZI,LA TOMA,TALA,20.656305555555555,103.68930555555556,INTENCIONAL,2019-03-21,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.22,9.0
142,ZP,MESA DEL FRIJOL,ZAPOPAN,20.713305555555554,103.54391666666666,QUEMA AGRICOLA,2019-03-21,0.0,1.59,0.0,0.0,0.0,0.0,0.0,1.22,21.0
143,ZI,LAS TORRES,TALA,20.6555,103.68322222222223,INTENCIONAL,2019-03-22,0.0,2.38,0.0,0.0,0.0,0.0,0.0,2.38,9.0
144,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.628055555555555,103.49972222222222,INTENCIONAL,2019-03-24,16.04,0.0,0.0,0.0,0.0,0.0,0.0,16.44,64.0
145,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.62361111111111,103.49694444444445,INTENCIONAL,2019-03-24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.35,23.0
146,ZI,RANCHO LOS PATRILLOS,TLAJOMULCO,20.531166666666667,103.53941666666667,QUEMA AGRICOLA,2019-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,24.0
