ID Votacao,Nome,Partido,Voto,Sim,Não,Obstrução
21777,Paulo Azi         ,DEM-BA,Não,0,1,0
21777,Alceu Moreira     ,MDB-RS,Não,0,1,0
21777,Celso Maldaner    ,MDB-SC,Não,0,1,0
21777,Herculano Passos  ,MDB-SP,Não,0,1,0
21777,Márcio Biolchi    ,MDB-RS,Não,0,1,0
21777,Gelson Azevedo    ,PR-RJ,Não,0,1,0
21777,Giovani Cherini   ,PR-RS,Não,0,1,0
21777,Marcelo Ramos     ,PR-AM,Não,0,1,0
21777,Sergio Toledo     ,PR-AL,Não,0,1,0
21777,João Campos       ,PRB-GO,Não,0,1,0
21777,João Roma         ,PRB-BA,Não,0,1,0
21777,Lafayette Andrada ,PRB-MG,Não,0,1,0
21777,Luizão Goulart    ,PRB-PR,Não,0,1,0
21777,Eduardo Cury      ,PSDB-SP,Não,0,1,0
21777,Samuel Moreira    ,PSDB-SP,Não,0,1,0
21777,Shéridan          ,PSDB-RR,Não,0,1,0
21777,Paulo Martins     ,PSC-PR,Não,0,1,0
21777,Maurício Dziedrick,PTB-RS,Não,0,1,0
21777,Afonso Motta      ,PDT-RS,Obstrução,0,0,1
21777,Gil Cutrim        ,PDT-MA,Obstrução,0,0,1
21777,SubtenenteGonzaga ,PDT-MG,Obstrução,0,0,1
21777,Dagoberto Nogueira,PDT-MS,Sim,1,0,0
21777,Léo Moraes        ,PODE-RO,Não,0,1,0
21777,José Medeiros     ,PODE-MT,Não,0,1,0
21777,Genecias Noronha  ,SOLIDARIEDADE-CE,Não,0,1,0
21777,Augusto Coutinho  ,SOLIDARIEDADE-PE,Não,0,1,0
21777,Rubens Bueno      ,CIDADANIA-PR,Não,0,1,0
21777,Pastor Eurico     ,PATRI-PE,Não,0,1,0
21777,Clarissa Garotinho,PROS-RJ,Sim,1,0,0
21777,Enrico Misasi     ,PV-SP,Não,0,1,0
21777,Joenia Wapichana  ,REDE-RR,Sim,1,0,0
21777,José Guimarães    ,PT-CE,Obstrução,0,0,1
21777,Maria do Rosário  ,PT-RS,Obstrução,0,0,1
21777,Nelson Pellegrino ,PT-BA,Obstrução,0,0,1
21777,Patrus Ananias    ,PT-MG,Obstrução,0,0,1
21777,Paulo Teixeira    ,PT-SP,Obstrução,0,0,1
21777,Erika Kokay       ,PT-DF,Obstrução,0,0,1
21777,João H. Campos    ,PSB-PE,Sim,1,0,0
21777,Júlio Delgado     ,PSB-MG,Sim,1,0,0
21777,Tadeu Alencar     ,PSB-PE,Sim,1,0,0
21777,Talíria Petrone   ,PSOL-RJ,Sim,1,0,0
21777,Adriana Ventura   ,NOVO-SP,Não,0,1,0
21778,Bia Kicis         ,PSL-DF,Não,0,1,0
21778,Caroline de Toni  ,PSL-SC,Não,0,1,0
21778,Daniel Freitas    ,PSL-SC,Não,0,1,0
21778,Delegado Marcelo  ,PSL-MG,Não,0,1,0
21778,Delegado Waldir   ,PSL-GO,Não,0,1,0
21778,FelipeFrancischini,PSL-PR,Não,0,1,0
21778,Nicoletti         ,PSL-RR,Não,0,1,0
21778,Beto Rosado       ,PP-RN,Não,0,1,0
21778,Marcelo Aro       ,PP-MG,Não,0,1,0
21778,Cacá Leão         ,PP-BA,Não,0,1,0
21778,Pedro Westphalen  ,PP-RS,Não,0,1,0
21778,Darci de Matos    ,PSD-SC,Não,0,1,0
21778,Deleg. Éder Mauro ,PSD-PA,Não,0,1,0
21778,Edilazio Junior   ,PSD-MA,Não,0,1,0
21778,Fábio Trad        ,PSD-MS,Não,0,1,0
21778,Stephanes Junior  ,PSD-PR,Não,0,1,0
21778,Arthur O. Maia    ,DEM-BA,Não,0,1,0
21778,Bilac Pinto       ,DEM-MG,Não,0,1,0
21778,Geninho Zuliani   ,DEM-SP,Não,0,1,0
21778,Paulo Azi         ,DEM-BA,Não,0,1,0
21778,Celso Maldaner    ,MDB-SC,Não,0,1,0
21778,Herculano Passos  ,MDB-SP,Não,0,1,0
21778,Gelson Azevedo    ,PR-RJ,Não,0,1,0
21778,Marcelo Ramos     ,PR-AM,Não,0,1,0
21778,Sergio Toledo     ,PR-AL,Não,0,1,0
21778,João Campos       ,PRB-GO,Não,0,1,0
21778,João Roma         ,PRB-BA,Não,0,1,0
21778,Lafayette Andrada ,PRB-MG,Não,0,1,0
21778,Luizão Goulart    ,PRB-PR,Não,0,1,0
21778,Eduardo Cury      ,PSDB-SP,Não,0,1,0
21778,Samuel Moreira    ,PSDB-SP,Não,0,1,0
21778,Paulo Martins     ,PSC-PR,Não,0,1,0
21778,Maurício Dziedrick,PTB-RS,Não,0,1,0
21778,Afonso Motta      ,PDT-RS,Obstrução,0,0,1
21778,Gil Cutrim        ,PDT-MA,Obstrução,0,0,1
21778,SubtenenteGonzaga ,PDT-MG,Obstrução,0,0,1
21778,Pompeo de Mattos  ,PDT-RS,Obstrução,0,0,1
21778,José Medeiros     ,PODE-MT,Não,0,1,0
21778,Genecias Noronha  ,SOLIDARIEDADE-CE,Não,0,1,0
21778,Rubens Bueno      ,CIDADANIA-PR,Não,0,1,0
21778,Pastor Eurico     ,PATRI-PE,Não,0,1,0
21778,Renildo Calheiros ,PCdoB-PE,Obstrução,0,0,1
21778,Clarissa Garotinho,PROS-RJ,Obstrução,0,0,1
21778,Enrico Misasi     ,PV-SP,Não,0,1,0
21778,Alencar S. Braga  ,PT-SP,Obstrução,0,0,1
21778,Joenia Wapichana  ,REDE-RR,Obstrução,0,0,1
21778,José Guimarães    ,PT-CE,Obstrução,0,0,1
21778,Maria do Rosário  ,PT-RS,Obstrução,0,0,1
21778,Nelson Pellegrino ,PT-BA,Obstrução,0,0,1
21778,Patrus Ananias    ,PT-MG,Obstrução,0,0,1
21778,Paulo Teixeira    ,PT-SP,Obstrução,0,0,1
21778,João H. Campos    ,PSB-PE,Obstrução,0,0,1
21778,Júlio Delgado     ,PSB-MG,Obstrução,0,0,1
21778,Luiz Flávio Gomes ,PSB-SP,Obstrução,0,0,1
21778,Tadeu Alencar     ,PSB-PE,Obstrução,0,0,1
21778,Talíria Petrone   ,PSOL-RJ,Obstrução,0,0,1
21778,Gilson Marques    ,NOVO-SC,Não,0,1,0
21779,Bia Kicis         ,PSL-DF,Não,0,1,0
21779,Caroline de Toni  ,PSL-SC,Não,0,1,0
21779,Daniel Freitas    ,PSL-SC,Não,0,1,0
21779,Delegado Marcelo  ,PSL-MG,Não,0,1,0
21779,Delegado Waldir   ,PSL-GO,Não,0,1,0
21779,FelipeFrancischini,PSL-PR,Não,0,1,0
21779,Nicoletti         ,PSL-RR,Não,0,1,0
21779,Beto Rosado       ,PP-RN,Não,0,1,0
21779,Marcelo Aro       ,PP-MG,Não,0,1,0
21779,Margarete Coelho  ,PP-PI,Não,0,1,0
21779,Cacá Leão         ,PP-BA,Não,0,1,0
21779,Darci de Matos    ,PSD-SC,Não,0,1,0
21779,Deleg. Éder Mauro ,PSD-PA,Não,0,1,0
21779,Edilazio Junior   ,PSD-MA,Não,0,1,0
21779,Fábio Trad        ,PSD-MS,Não,0,1,0
21779,Stephanes Junior  ,PSD-PR,Não,0,1,0
21779,Arthur O. Maia    ,DEM-BA,Não,0,1,0
21779,Bilac Pinto       ,DEM-MG,Não,0,1,0
21779,Geninho Zuliani   ,DEM-SP,Não,0,1,0
21779,Paulo Azi         ,DEM-BA,Não,0,1,0
21779,Celso Maldaner    ,MDB-SC,Não,0,1,0
21779,Herculano Passos  ,MDB-SP,Não,0,1,0
21779,Márcio Biolchi    ,MDB-RS,Não,0,1,0
21779,Darcísio Perondi  ,MDB-RS,Não,0,1,0
21779,Gelson Azevedo    ,PR-RJ,Não,0,1,0
21779,Marcelo Ramos     ,PR-AM,Não,0,1,0
21779,Sergio Toledo     ,PR-AL,Não,0,1,0
21779,João Campos       ,PRB-GO,Não,0,1,0
21779,João Roma         ,PRB-BA,Não,0,1,0
21779,Lafayette Andrada ,PRB-MG,Não,0,1,0
21779,Luizão Goulart    ,PRB-PR,Não,0,1,0
21779,Eduardo Cury      ,PSDB-SP,Não,0,1,0
21779,Paulo Abi-Ackel   ,PSDB-MG,Não,0,1,0
21779,Samuel Moreira    ,PSDB-SP,Não,0,1,0
21779,Paulo Martins     ,PSC-PR,Não,0,1,0
21779,Maurício Dziedrick,PTB-RS,Não,0,1,0
21779,Afonso Motta      ,PDT-RS,Obstrução,0,0,1
21779,Gil Cutrim        ,PDT-MA,Obstrução,0,0,1
21779,SubtenenteGonzaga ,PDT-MG,Obstrução,0,0,1
21779,Sergio Vidigal    ,PDT-ES,Obstrução,0,0,1
21779,Diego Garcia      ,PODE-PR,Não,0,1,0
21779,José Medeiros     ,PODE-MT,Não,0,1,0
21779,Genecias Noronha  ,SOLIDARIEDADE-CE,Não,0,1,0
21779,Rubens Bueno      ,CIDADANIA-PR,Não,0,1,0
21779,Pastor Eurico     ,PATRI-PE,Não,0,1,0
21779,Renildo Calheiros ,PCdoB-PE,Obstrução,0,0,1
21779,Clarissa Garotinho,PROS-RJ,Obstrução,0,0,1
21779,Enrico Misasi     ,PV-SP,Não,0,1,0
21779,Joenia Wapichana  ,REDE-RR,Obstrução,0,0,1
21779,José Guimarães    ,PT-CE,Obstrução,0,0,1
21779,Maria do Rosário  ,PT-RS,Obstrução,0,0,1
21779,Nelson Pellegrino ,PT-BA,Obstrução,0,0,1
21779,Patrus Ananias    ,PT-MG,Obstrução,0,0,1
21779,Paulo Teixeira    ,PT-SP,Obstrução,0,0,1
21779,Rui Falcão        ,PT-SP,Obstrução,0,0,1
21779,João H. Campos    ,PSB-PE,Obstrução,0,0,1
21779,Júlio Delgado     ,PSB-MG,Obstrução,0,0,1
21779,Luiz Flávio Gomes ,PSB-SP,Obstrução,0,0,1
21779,Tadeu Alencar     ,PSB-PE,Obstrução,0,0,1
21779,Talíria Petrone   ,PSOL-RJ,Obstrução,0,0,1
21779,Gilson Marques    ,NOVO-SC,Não,0,1,0
21782,Bia Kicis         ,PSL-DF,Sim,1,0,0
21782,Caroline de Toni  ,PSL-SC,Sim,1,0,0
21782,Daniel Freitas    ,PSL-SC,Sim,1,0,0
21782,Delegado Marcelo  ,PSL-MG,Sim,1,0,0
21782,Delegado Waldir   ,PSL-GO,Sim,1,0,0
21782,FelipeFrancischini,PSL-PR,Sim,1,0,0
21782,Nicoletti         ,PSL-RR,Sim,1,0,0
21782,Aguinaldo Ribeiro ,PP-PB,Sim,1,0,0
21782,Beto Rosado       ,PP-RN,Sim,1,0,0
21782,Hiran Gonçalves   ,PP-RR,Sim,1,0,0
21782,Marcelo Aro       ,PP-MG,Sim,1,0,0
21782,Margarete Coelho  ,PP-PI,Sim,1,0,0
21782,Darci de Matos    ,PSD-SC,Sim,1,0,0
21782,Deleg. Éder Mauro ,PSD-PA,Sim,1,0,0
21782,Edilazio Junior   ,PSD-MA,Sim,1,0,0
21782,Fábio Trad        ,PSD-MS,Sim,1,0,0
21782,Stephanes Junior  ,PSD-PR,Sim,1,0,0
21782,Arthur O. Maia    ,DEM-BA,Sim,1,0,0
21782,Bilac Pinto       ,DEM-MG,Sim,1,0,0
21782,Geninho Zuliani   ,DEM-SP,Sim,1,0,0
21782,Paulo Azi         ,DEM-BA,Sim,1,0,0
21782,Alceu Moreira     ,MDB-RS,Sim,1,0,0
21782,Celso Maldaner    ,MDB-SC,Sim,1,0,0
21782,Herculano Passos  ,MDB-SP,Sim,1,0,0
21782,Márcio Biolchi    ,MDB-RS,Sim,1,0,0
21782,Gelson Azevedo    ,PR-RJ,Sim,1,0,0
21782,Giovani Cherini   ,PR-RS,Sim,1,0,0
21782,Marcelo Ramos     ,PR-AM,Sim,1,0,0
21782,Sergio Toledo     ,PR-AL,Sim,1,0,0
21782,João Campos       ,PRB-GO,Sim,1,0,0
21782,João Roma         ,PRB-BA,Sim,1,0,0
21782,Lafayette Andrada ,PRB-MG,Sim,1,0,0
21782,Luizão Goulart    ,PRB-PR,Sim,1,0,0
21782,Eduardo Cury      ,PSDB-SP,Sim,1,0,0
21782,Paulo Abi-Ackel   ,PSDB-MG,Sim,1,0,0
21782,Samuel Moreira    ,PSDB-SP,Sim,1,0,0
21782,Shéridan          ,PSDB-RR,Sim,1,0,0
21782,Paulo Martins     ,PSC-PR,Sim,1,0,0
21782,Maurício Dziedrick,PTB-RS,Sim,1,0,0
21782,Afonso Motta      ,PDT-RS,Não,0,1,0
21782,Eduardo Bismarck  ,PDT-CE,Não,0,1,0
21782,Gil Cutrim        ,PDT-MA,Não,0,1,0
21782,SubtenenteGonzaga ,PDT-MG,Não,0,1,0
21782,Diego Garcia      ,PODE-PR,Sim,1,0,0
21782,Léo Moraes        ,PODE-RO,Sim,1,0,0
21782,Genecias Noronha  ,SOLIDARIEDADE-CE,Sim,1,0,0
21782,Augusto Coutinho  ,SOLIDARIEDADE-PE,Sim,1,0,0
21782,Luis Tibé         ,AVANTE-MG,Sim,1,0,0
21782,Rubens Bueno      ,CIDADANIA-PR,Sim,1,0,0
21782,Pastor Eurico     ,PATRI-PE,Sim,1,0,0
21782,Renildo Calheiros ,PCdoB-PE,Não,0,1,0
21782,Clarissa Garotinho,PROS-RJ,Não,0,1,0
21782,Enrico Misasi     ,PV-SP,Sim,1,0,0
21782,Alencar S. Braga  ,PT-SP,Não,0,1,0
21782,Joenia Wapichana  ,REDE-RR,Não,0,1,0
21782,José Guimarães    ,PT-CE,Não,0,1,0
21782,Maria do Rosário  ,PT-RS,Não,0,1,0
21782,Nelson Pellegrino ,PT-BA,Não,0,1,0
21782,Patrus Ananias    ,PT-MG,Não,0,1,0
21782,Paulo Teixeira    ,PT-SP,Não,0,1,0
21782,Danilo Cabral     ,PSB-PE,Não,0,1,0
21782,João H. Campos    ,PSB-PE,Não,0,1,0
21782,Júlio Delgado     ,PSB-MG,Não,0,1,0
21782,Luiz Flávio Gomes ,PSB-SP,Não,0,1,0
21782,Talíria Petrone   ,PSOL-RJ,Não,0,1,0
21782,Gilson Marques    ,NOVO-SC,Sim,1,0,0
27388,Alexandre Frota   ,PSL-SP,Sim,1,0,0
27388,Filipe Barros     ,PSL-PR,Sim,1,0,0
27388,Joice Hasselmann  ,PSL-SP,Sim,1,0,0
27388,Major Vitor Hugo  ,PSL-GO,Sim,1,0,0
27388,Luis Miranda      ,DEM-DF,Sim,1,0,0
27388,Pedro Paulo       ,DEM-RJ,Sim,1,0,0
27388,Caroline de Toni  ,PSL-SC,Sim,1,0,0
27388,Baleia Rossi      ,MDB-SP,Sim,1,0,0
27388,Darcísio Perondi  ,MDB-RS,Sim,1,0,0
27388,Gutemberg Reis    ,MDB-RJ,Sim,1,0,0
27388,FernandoRodolfo   ,PL-PE,Sim,1,0,0
27388,Giovani Cherini   ,PL-RS,Sim,1,0,0
27388,Marcelo Ramos     ,PL-AM,Sim,1,0,0
27388,Cacá Leão         ,PP-BA,Sim,1,0,0
27388,Ronaldo Carletto  ,PP-BA,Sim,1,0,0
27388,Evair de Melo     ,PP-ES,Sim,1,0,0
27388,Cap. Alberto Neto ,PRB-AM,Sim,1,0,0
27388,Silvio Costa Filho,PRB-PE,Sim,1,0,0
27388,João Roma         ,PRB-BA,Sim,1,0,0
27388,Darci de Matos    ,PSD-SC,Sim,1,0,0
27388,Deleg. Éder Mauro ,PSD-PA,Sim,1,0,0
27388,Stephanes Junior  ,PSD-PR,Sim,1,0,0
27388,Daniel Trzeciak   ,PSDB-RS,Sim,1,0,0
27388,Samuel Moreira    ,PSDB-SP,Sim,1,0,0
27388,Vitor Lippi       ,PSDB-SP,Sim,1,0,0
27388,Paulo Ganime      ,NOVO-RJ,Sim,1,0,0
27388,Paulo Martins     ,PSC-PR,Sim,1,0,0
27388,Marcelo Moraes    ,PTB-RS,Sim,1,0,0
27388,Paulo Ramos       ,PDT-RJ,Não,0,1,0
27388,Greyce Elias      ,AVANTE-MG,Sim,1,0,0
27388,Arnaldo Jardim    ,CIDADANIA-SP,Sim,1,0,0
27388,Alcides Rodrigues ,PATRIOTA-GO,Sim,1,0,0
27388,Alice Portugal    ,PCdoB-BA,Não,0,1,0
27388,Diego Garcia      ,PODE-PR,Sim,1,0,0
27388,ToninhoWandscheer ,PROS-PR,Sim,1,0,0
27388,Israel Batista    ,PV-DF,Não,0,1,0
27388,Lucas Vergilio    ,SOLIDARIEDADE-GO,Sim,1,0,0
27388,Carlos Veras      ,PT-PE,Não,0,1,0
27388,Henrique Fontana  ,PT-RS,Não,0,1,0
27388,Pedro Uczai       ,PT-SC,Não,0,1,0
27388,Rubens Otoni      ,PT-GO,Não,0,1,0
27388,Aliel Machado     ,PSB-PR,Não,0,1,0
27388,Lídice da Mata    ,PSB-BA,Não,0,1,0
27388,Bira do Pindaré   ,PSB-MA,Não,0,1,0
27388,Sâmia Bomfim      ,PSOL-SP,Não,0,1,0
27388,Luiza Erundina    ,PSOL-SP,Não,0,1,0
27388,Tiago Mitraud     ,NOVO-MG,Sim,1,0,0
21722,Coronel Armando   ,PSL-SC,Sim,1,0,0
21722,Daniel Freitas    ,PSL-SC,Sim,1,0,0
21722,Delegado Marcelo  ,PSL-MG,Sim,1,0,0
21722,FelipeFrancischini,PSL-PR,Sim,1,0,0
21722,Nicoletti         ,PSL-RR,Sim,1,0,0
21722,Delegado Pablo    ,PSL-AM,Sim,1,0,0
21722,Cabo Junio Amaral ,PSL-MG,Sim,1,0,0
21722,Aguinaldo Ribeiro ,PP-PB,Sim,1,0,0
21722,Hiran Gonçalves   ,PP-RR,Sim,1,0,0
21722,Guilherme Derrite ,PP-SP,Sim,1,0,0
21722,Angela Amin       ,PP-SC,Sim,1,0,0
21722,Pedro Westphalen  ,PP-RS,Sim,1,0,0
21722,Edilazio Junior   ,PSD-MA,Sim,1,0,0
21722,Expedito Netto    ,PSD-RO,Não,0,1,0
21722,Fábio Trad        ,PSD-MS,Sim,1,0,0
21722,Evandro Roman     ,PSD-PR,Sim,1,0,0
21722,Francisco Jr.     ,PSD-GO,Sim,1,0,0
21722,Arthur O. Maia    ,DEM-BA,Sim,1,0,0
21722,Bilac Pinto       ,DEM-MG,Sim,1,0,0
21722,Paulo Azi         ,DEM-BA,Sim,1,0,0
21722,Kim Kataguiri     ,DEM-SP,Sim,1,0,0
21722,Alceu Moreira     ,MDB-RS,Sim,1,0,0
21722,Márcio Biolchi    ,MDB-RS,Sim,1,0,0
21722,Darcísio Perondi  ,MDB-RS,Sim,1,0,0
21722,JosimarMaranhãozi ,PR-MA,Não,0,1,0
21722,Júnior Mano       ,PR-CE,Sim,1,0,0
21722,Marcelo Ramos     ,PR-AM,Sim,1,0,0
21722,Sergio Toledo     ,PR-AL,Sim,1,0,0
21722,João Roma         ,PRB-BA,Sim,1,0,0
21722,Luizão Goulart    ,PRB-PR,Sim,1,0,0
21722,Eduardo Cury      ,PSDB-SP,Sim,1,0,0
21722,Paulo Abi-Ackel   ,PSDB-MG,Sim,1,0,0
21722,Samuel Moreira    ,PSDB-SP,Sim,1,0,0
21722,Shéridan          ,PSDB-RR,Sim,1,0,0
21722,Paulo Martins     ,PSC-PR,Sim,1,0,0
21722,Afonso Motta      ,PDT-RS,Obstrução,0,0,1
21722,Eduardo Bismarck  ,PDT-CE,Obstrução,0,0,1
